x,y,cluster
0.534,0.057,4
0.503,0.753,3
0.566,0.07,4
0.35,0.077,1
0.615,0.882,3
0.392,0.77,0
0.962,0.539,2
0.25,0.514,0
0.671,0.778,3
0.54,0.036,4
0.252,0.53,0
0.956,0.537,2
0.248,0.509,0
1.031,0.545,2
0.535,0.042,4
0.518,0.088,4
0.106,0.696,0
0.672,0.867,3
0.996,0.553,2
0.973,0.508,2
0.793,0.794,3
0.245,0.464,0
0.335,0.518,0
0.055,0.738,0
0.514,0.112,4
0.282,0.557,0
0.941,0.58,2
0.379,0.674,0
0.916,0.497,2
0.101,0.791,0
0.299,0.449,0
0.504,0.691,3
0.364,0.073,1
0.997,0.547,2
0.239,0.888,0
0.304,0.886,0
0.006,0.791,0
0.26,0.886,0
0.41,0.044,1
0.471,0.702,3
0.654,0.901,3
1.014,0.487,2
0.514,0.088,4
0.49,0.117,4
0.411,0.035,1
0.489,0.759,3
1.042,0.501,2
0.388,0.124,1
1.001,0.507,2
0.051,0.807,0
0.355,0.066,1
0.33,0.92,0
0.355,0.108,1
0.111,0.786,0
0.223,0.498,0
0.099,0.813,0
0.413,0.103,1
0.218,0.5,0
0.612,0.82,3
0.409,0.652,3
0.249,0.553,0
0.176,0.569,0
0.661,0.809,3
0.668,0.798,3
0.084,0.813,0
0.773,0.768,3
0.266,0.553,0
0.682,0.757,3
0.453,0.72,3
0.234,0.563,0
0.097,0.821,0
0.542,0.005,4
0.161,0.778,0
0.428,0.756,3
0.384,0.866,3
0.343,0.975,0
0.37,0.617,0
0.423,0.119,1
0.327,0.894,0
0.018,0.898,0
0.287,0.522,0
0.961,0.566,2
0.179,0.512,0
1.037,0.544,2
0.328,0.945,0
1.005,0.519,2
0.48,0.701,3
0.288,0.859,0
0.971,0.572,2
0.256,0.524,0
0.474,0.129,4
0.401,0.691,0
0.306,0.897,0
0.001,0.79,0
0.297,0.498,0
0.249,0.533,0
0.491,0.04,4
0.039,0.787,0
0.097,0.778,0
0.052,0.855,0
0.266,0.517,0
0.249,0.508,0
0.095,0.748,0
0.151,0.806,0
0.364,0.693,0
0.278,0.904,0
0.268,0.948,0
0.997,0.56,2
0.277,0.524,0
0.308,0.472,0
0.356,0.896,0
0.652,0.758,3
0.115,0.763,0
0.696,0.825,3
0.896,0.575,2
0.675,0.753,3
0.717,0.749,3
0.492,0.032,4
0.276,0.502,0
0.413,0.063,1
0.414,0.772,3
0.182,0.518,0
0.373,0.024,1
0.486,0.016,4
0.198,0.52,0
0.459,0.079,4
0.727,0.787,3
0.441,0.685,3
0.135,0.767,0
0.379,0.045,1
0.398,0.05,1
0.083,0.708,0
0.342,0.03,1
0.389,0.036,1
0.319,0.518,0
0.44,0.089,1
0.284,1.004,0
0.528,0.099,4
0.275,0.918,0
0.346,0.688,0
0.306,0.93,0
0.341,0.507,0
0.264,0.476,0
0.356,0.084,1
0.501,0.075,4
0.666,0.804,3
0.254,0.464,0
0.541,0.076,4
0.477,0.062,4
0.707,0.834,3
0.263,0.866,0
0.25,0.498,0
0.466,0.746,3
0.671,0.81,3
0.503,0.152,4
0.027,0.737,0
0.305,0.902,0
0.317,0.925,0
0.401,0.756,3
0.314,0.839,0
0.401,0.715,3
0.474,0.057,4
0.998,0.532,2
0.049,0.819,0
0.067,0.783,0
0.094,0.808,0
0.039,0.839,0
0.518,0.02,4
1.002,0.483,2
0.701,0.845,3
0.274,0.477,0
0.413,0.003,1
0.372,0.11,1
0.276,0.465,0
0.464,0.062,4
0.419,0.032,1
0.492,0.051,4
0.297,0.468,0
0.325,0.46,0
0.089,0.751,0
0.937,0.531,2
0.089,0.751,0
0.983,0.516,2
0.318,0.897,0
0.257,0.89,0
0.409,0.062,1
0.463,0.074,4
1.005,0.522,2
0.918,0.562,2
0.535,0.066,4
0.987,0.516,2
0.481,0.718,3
0.66,0.831,3
0.379,0.079,1
0.473,0.026,4
0.207,0.496,0
0.302,0.896,0
0.221,0.872,0
0.347,0.088,1
0.043,0.782,0
0.49,0.675,3
0.362,0.029,1
0.009,0.722,0
0.488,0.108,4
0.414,0.071,1
0.241,0.88,0
1.049,0.569,2
0.341,0.895,0
0.993,0.639,2
0.09,0.825,0
0.362,0.665,0
0.087,0.717,0
0.401,0.804,3
0.405,0.769,3
0.284,0.901,0
0.691,0.746,3
0.315,0.949,0
0.695,0.838,3
0.903,0.537,2
0.386,0.148,1
0.285,0.914,0
0.529,0.033,4
0.292,0.928,0
0.32,0.902,0
0.992,0.56,2
0.441,0.083,4
0.447,0.088,4
0.539,0.085,4
0.147,0.741,0
0.422,0.782,3
0.676,0.857,3
0.002,0.791,0
0.098,0.805,0
0.684,0.823,3
0.505,0.702,3
0.454,0.741,3
0.549,0.079,4
0.272,0.989,0
0.969,0.523,2
0.314,0.545,0
0.976,0.532,2
0.704,0.771,3
0.994,0.478,2
0.928,0.617,2
0.501,0.097,4
0.281,0.959,0
0.43,0.671,3
0.351,0.06,1
0.509,0.109,4
0.259,0.496,0
0.489,0.043,4
0.915,0.474,2
0.064,0.803,0
0.943,0.564,2
0.256,0.473,0
0.972,0.528,2
1.02,0.502,2
0.482,0.759,3
0.049,0.76,0
0.321,0.489,0
0.423,0,1
0.982,0.593,2
0.483,0.779,3
0.216,0.434,0
0.409,0.092,1
0.397,0.035,1
0.705,0.767,3
0.947,0.569,2
0.2,0.555,0
0.49,0.021,4
0.908,0.593,2
0.346,0.738,0
0.674,0.829,3
0.545,0.102,4
0.488,0.768,3
0.256,0.871,0
0.495,0.676,3
0.429,0.698,3
0.292,0.542,0
0.133,0.737,0
0.464,0.753,3
0.362,0.744,0
0.044,0.682,0
0.482,0.105,4
0.991,0.546,2
0.203,0.413,0
0.276,0.884,0
0.317,0.469,0
0.465,0.862,3
0.385,0.099,1
0.656,0.769,3
0.504,0.017,4
0.447,0.718,3
0.322,0.87,0
0.984,0.514,2
0.507,0.738,3
0.074,0.793,0
0.267,0.856,0
0.433,0.759,3
0.298,0.934,0
0.265,0.475,0
0.954,0.559,2
0.4,0.083,1
0.394,0.077,1
0.978,0.537,2
0.278,0.542,0
0.342,0.086,1
0.552,0.111,4
0.331,0.541,0
0.044,0.736,0
0.437,0.709,3
0.403,0.057,1
0.239,0.955,0
0.262,0.476,0
0.444,0.661,3
0.501,0.075,4
1.008,0.553,2
0.686,0.76,3
0.058,0.719,0
0.088,0.801,0
0.656,0.726,3
0.255,0.495,0
1.005,0.566,2
0.512,0.106,4
0.483,0.129,4
0.4,0.117,1
0.508,0.101,4
0.942,0.501,2
0.388,0.725,0
0.439,0.714,3
0.309,0.081,1
0.114,0.808,0
0.632,0.812,3
0.5,0.056,4
0.513,0.085,4
0.92,0.486,2
0.343,0.871,0
0.058,0.803,0
1.007,0.535,2
0.439,0.682,3
0.492,0.138,4
0.021,0.771,0
0.346,0.509,0
0.448,0.723,3
0.226,0.471,0
0.477,0.174,4
0.222,0.908,0
0.09,0.724,0
0.42,0.733,3
0.96,0.548,2
0.015,0.681,0
0.468,0.75,3
0.388,0.042,1
1.005,0.554,2
0.412,0.067,1
0.518,0.095,4
0.416,0.103,1
0.367,0.027,1
0.305,0.927,0
0.253,0.54,0
0.47,0.032,4
0.79,0.834,3
0.393,0.091,1
0.667,0.882,3
0.553,0.09,4
0.083,0.785,0
0.49,0.081,4
0.291,0.49,0
0.483,0.759,3
0.288,0.952,0
0.457,0.061,4
0.435,0.007,1
0.365,0.031,1
0.965,0.49,2
0.618,0.855,3
0.011,0.876,0
0.707,0.771,3
0.523,0.774,3
0.451,0.139,4
0.374,0.071,1
0.098,0.82,0
0.116,0.814,0
0.448,0.752,3
0.161,0.823,0
0.989,0.528,2
0.621,0.81,3
0.53,0.05,4
0.363,0.879,0
0.947,0.58,2
0.227,0.488,0
0.943,0.508,2
0.419,0.723,3
0.497,0.101,4
0.251,0.528,0
0.387,0.082,1
0.236,0.851,0
0.33,0.934,0
0.749,0.834,3
0.69,0.789,3
0.507,0.125,4
0.055,0.799,0
0.464,0.756,3
0.346,0.902,0
0.977,0.625,2
0.252,0.454,0
1.032,0.604,2
1.014,0.582,2
0.054,0.714,0
0.464,0.731,3
0.332,0.486,0
0.419,0.807,3
0.553,0.055,4
0.697,0.78,3
0.504,0.111,4
0.393,0.072,1
0.242,0.439,0
0.524,0.12,4
0.495,0.089,4
0.299,0.491,0
0.298,0.947,0
0.66,0.83,3
0.411,0.072,1
0.644,0.756,3
0.524,0.11,4
0.403,0.087,1
0.149,0.779,0
0.716,0.851,3
0.365,0.926,0
0.925,0.525,2
1.041,0.613,2
0.114,0.741,0
0.523,0.097,4
0.955,0.585,2
0.352,0.501,0
0.947,0.576,2
0.904,0.514,2
0.311,0.476,0
0.408,0.036,1
0.696,0.821,3
0.271,0.978,0
0.998,0.562,2
0.387,0.738,0
0.984,0.564,2
0.273,0.492,0
0.366,0.046,1
0.666,0.784,3
0.551,0,4
0.974,0.598,2
0.213,0.509,0
0.43,0.045,1
0.262,0.505,0
0.982,0.496,2
0.943,0.63,2
0.296,0.945,0
0.337,0.037,1
1.032,0.578,2
0.107,0.782,0
0.447,0.019,4
0.326,0.155,1
0.083,0.873,0
0.511,0.06,4
0.46,0.697,3
0.983,0.565,2
0.457,0.082,4
0.456,0.733,3
0.702,0.768,3
0.13,0.816,0
0.387,0.774,0
0.296,0.883,0
0.32,0.471,0
0.512,0.051,4
0.462,0.773,3
0.434,0.705,3
0.252,1.002,0
0.333,0.928,0
1.02,0.543,2
0.656,0.797,3
0.127,0.783,0
0.959,0.529,2
0.051,0.707,0
0.718,0.863,3
0.456,0.094,4
0.085,0.872,0
0.964,0.585,2
0.39,0.738,0
0.1,0.735,0
0.461,0.003,4
0.237,0.931,0
0.284,0.919,0
0.139,0.738,0
0.224,0.833,0
0.441,0.722,3
0.959,0.5,2
0.247,0.505,0
0.47,0.064,4
0.21,0.9,0
0.371,0.911,0
0.274,0.546,0
0.263,0.903,0
1.023,0.551,2
0.454,0.041,4
0.456,0.751,3
0.461,0.725,3
0.336,0.941,0
0.49,0.718,3
0.299,0.504,0
0.328,0.908,0
0.297,0.868,0
1.014,0.536,2
0.309,0.945,0
0.576,0.107,4
0.14,0.837,0
0.974,0.539,2
0.464,0.825,3
0.428,0.756,3
0.262,0.508,0
0.623,0.776,3
0.721,0.799,3
0.047,0.804,0
0.073,0.73,0
0.418,0.058,1
0.423,0.763,3
0.602,0.819,3
0.307,0.85,0
0.325,0.04,1
0.974,0.603,2
0.982,0.526,2
0.414,0.677,3
0.301,0.808,0
0.33,0.459,0
0.309,0.023,1
0.451,0.754,3
0.322,0.503,0
0.3,0.922,0
0.346,0.961,0
0.403,0.076,1
0.03,0.719,0
0.282,0.58,0
0.458,0.669,3
0.314,0.543,0
0.137,0.744,0
0.657,0.774,3
0.484,0.019,4
0.471,0.033,4
0.462,0.032,4
0.711,0.816,3
0.359,0.073,1
1.004,0.554,2
0.405,0.02,1
0.702,0.853,3
0.713,0.771,3
0.691,0.755,3
0.366,0.046,1
0.661,0.805,3
0.133,0.725,0
0.265,0.538,0
0.547,0.083,4
0.358,0.089,1
0.337,0.12,1
0.698,0.79,3
0.285,0.888,0
0.355,0.055,1
0.322,0.955,0
0.187,0.504,0
0.487,0.093,4
0.284,0.518,0
0.284,0.527,0
0.505,0.143,4
0.105,0.764,0
1.021,0.544,2
0.468,0.693,3
0.95,0.531,2
0.3,0.513,0
0.317,0.869,0
0.3,0.527,0
0.318,0.075,1
1.068,0.541,2
0.472,0.697,3
0.441,0.774,3
0.405,0.769,3
0.401,0.001,1
0.554,0.799,3
0.519,0.037,4
0.329,0.988,0
0.31,0.918,0
0.293,0.986,0
0.278,0.856,0
0.464,0.051,4
0.669,0.763,3
0.315,0.977,0
0.437,0.712,3
0.396,0.701,0
0.401,0.08,1
0.715,0.835,3
1.038,0.583,2
0.409,0.736,3
0.352,0.932,0
0.267,0.93,0
0.495,0.721,3
0.101,0.726,0
0.364,0.93,0
0.33,0.922,0
0.222,0.92,0
0.968,0.545,2
0.429,0.656,3
0.971,0.53,2
0.403,0.748,3
0.701,0.869,3
0.987,0.494,2
0.379,0.488,0
0.108,0.754,0
0.367,0.106,1
0.355,0.027,1
0.253,0.551,0
0.698,0.835,3
0.285,0.815,0
0.879,0.509,2
0.426,0.667,3
0.613,0.767,3
0.554,0.072,4
0.432,0.734,3
0.677,0.807,3
0.287,0.985,0
0.037,0.819,0
0.391,0.045,1
0.242,0.479,0
0.673,0.735,3
0.473,0.066,4
0.972,0.588,2
0.308,0.915,0
0.959,0.465,2
0.426,0.715,3
0.993,0.464,2
0.699,0.827,3
0.495,0.124,4
0.927,0.524,2
0.947,0.467,2
0.705,0.786,3
0.71,0.706,3
0.406,0.064,1
0.355,0.052,1
0.718,0.755,3
0.953,0.505,2
0.684,0.846,3
0.231,0.581,0
0.317,0.038,1
0.326,0.475,0
0.044,0.769,0
0.083,0.823,0
0.532,0.08,4
0.313,0.479,0
0.981,0.519,2
0.964,0.55,2
1.025,0.549,2
0.379,0,1
1.067,0.494,2
0.081,0.76,0
0.503,0.118,4
0.41,0.716,3
0.986,0.488,2
0.161,0.484,0
0.312,0.413,0
1.075,0.541,2
0.297,0.928,0
0.581,0.114,4
0.634,0.86,3
0.53,0.046,4
0.403,0.725,3
0.082,0.741,0
0.483,0.721,3
0.437,0.777,3
0.359,0.015,1
0.225,0.441,0
0.678,0.748,3
0.396,0.082,1
0.371,0.892,0
0.456,0.711,3
0.623,0.78,3
0.435,0.686,3
0.602,0.823,3
0.511,0.163,4
0.483,0.71,3
0.408,0.049,1
0.3,0.53,0
0.387,0.056,1
0.522,0.021,4
0.407,0.019,1
0.996,0.536,2
0.023,0.777,0
0.07,0.817,0
0.437,0.701,3
0.361,0.055,1
0.51,0.041,4
0.081,0.774,0
0.35,0.842,0
0.235,0.547,0
0.081,0.706,0
0.275,0.51,0
0.15,0.803,0
0.283,0.41,0
0.233,0.512,0
0.405,0.13,1
0.629,0.818,3
0.508,0.05,4
0.527,0.081,4
0.962,0.572,2
0.294,0.478,0
1.042,0.558,2
0.934,0.496,2
0.439,0.749,3
0.292,0.855,0
0.717,0.798,3
0.944,0.549,2
0.041,0.784,0
0.612,0.858,3
0.41,0.678,3
0.302,0.098,1
0.061,0.762,0
0.977,0.564,2
0.514,0.681,3
0.687,0.841,3
0.706,0.832,3
0.299,0.875,0
0.322,0.838,0
0.412,0.741,3
0.393,0.761,0
0.088,0.788,0
0.397,0.73,0
0.683,0.87,3
0.446,0.007,4
0.345,0.033,1
0.712,0.878,3
0.458,0.056,4
0.335,0.008,1
0.675,0.846,3
0.67,0.829,3
0.96,0.564,2
0.326,0.809,0
0.419,0.008,1
0.321,0.873,0
0.439,0.735,3
0.058,0.738,0
0.364,0.084,1
0.701,0.79,3
0.43,0.782,3
0.468,0.769,3
0.102,0.769,0
0.118,0.768,0
0.051,0.835,0
0.064,0.77,0
0.453,0.729,3
0.361,0.001,1
0.119,0.782,0
0.404,0.122,1
0.457,0.019,4
0.972,0.598,2
0.707,0.854,3
0.227,0.868,0
0.391,0.047,1
0.271,0.887,0
0.484,0.091,4
0.416,0.695,3
0.494,0.075,4
0.402,0.014,1
0.259,0.46,0
0.058,0.783,0
0.961,0.496,2
0.092,0.839,0
0.991,0.567,2
0.695,0.837,3
0.395,0.732,0
0.453,0.714,3
0.617,0.785,3
0.433,0.121,1
0.258,0.506,0
0.455,0.696,3
0.094,0.735,0
0.462,0.044,4
0.428,0.02,1
0.257,0.879,0
0.99,0.54,2
0.068,0.732,0
0.506,0.679,3
0.22,0.577,0
0.451,0.064,4
0.971,0.619,2
0.415,0.033,1
0.336,0.914,0
0.693,0.825,3
0.949,0.463,2
0.286,0.941,0
0.111,0.756,0
0.332,0.947,0
0.493,0.718,3
0.468,0.062,4
0.724,0.825,3
0.293,0.967,0
0.64,0.834,3
0.985,0.622,2
0.526,0.012,4
0.101,0.774,0
0.173,0.74,0
1.003,0.505,2
0.478,0.716,3
1,0.527,2
0.954,0.492,2
0.577,0.824,3
0.271,0.86,0
0.445,0.775,3
0.041,0.764,0
0.235,0.955,0
0.559,0.067,4
0.402,0.04,1
0.41,0.1,1
0.39,0.107,1
0.266,0.884,0
0.251,0.952,0
0.402,0.077,1
0.95,0.561,2
0.586,0.799,3
0.221,0.48,0
0.529,0.071,4
1.018,0.447,2
0.301,0.471,0
0.2,0.506,0
0.251,0.946,0
0.486,0.074,4
0.396,0.072,1
0.389,0.039,1
0.273,0.531,0
0.225,0.458,0
0.24,0.846,0
0.43,0.033,1
0.665,0.781,3
0.44,0.698,3
0.31,0.878,0
0.222,0.93,0
0.472,0.754,3
0.456,0.049,4
0.53,0.144,4
0.784,0.811,3
0.926,0.533,2
0.226,0.49,0
0.945,0.488,2
0.464,0.766,3
0.54,0.087,4
0.346,0.13,1
0.749,0.78,3
0.361,0.043,1
0.286,0.865,0
0.484,0.104,4
0.089,0.733,0
0.395,0.081,1
0.509,0.056,4
0.303,0.933,0
0.436,0.687,3
0.518,0.117,4
0.245,0.55,0
0.244,0.51,0
0.429,0.699,3
0.572,0.144,4
0.475,0.042,4
0.283,0.52,0
0.287,0.837,0
0.338,0.457,0
0.399,0.027,1
0.429,0.762,3
0.298,0.494,0
0.491,0.015,4
0.367,0.127,1
0.302,0.896,0
0.265,0.89,0
0.243,0.527,0
0.479,0.094,4
0.076,0.817,0
0.102,0.812,0
0.365,0.067,1
0.093,0.879,0
0.657,0.833,3
0.033,0.729,0
0.721,0.773,3
0.927,0.522,2
0.255,0.509,0
0.191,0.756,0
0.313,0.055,1
0.235,0.499,0
0.307,0.916,0
0.934,0.564,2
0.629,0.698,3
0.28,0.444,0
0.6,0.873,3
0.313,0.957,0
0.368,0.075,1
0.977,0.479,2
0.127,0.793,0
0.705,0.767,3
0.435,0.704,3
0.005,0.805,0
0.49,0.702,3
0.319,0.94,0
0.262,0.477,0
0.038,0.811,0
0.373,0.439,0
0.408,0.029,1
0.991,0.535,2
0.077,0.73,0
0.667,0.785,3
0.621,0.013,4
0.305,0.846,0
0.454,0.108,4
1.001,0.536,2
0.282,0.867,0
0.476,0.626,3
0.674,0.827,3
0.7,0.812,3
0.374,0.69,0
0.651,0.788,3
0.373,0.876,0
0.397,0.081,1
0.463,0.107,4
0.165,0.737,0
0.276,0.963,0
0.127,0.815,0
0.516,0.144,4
1.019,0.546,2
0.447,0.716,3
0.371,0.051,1
0.352,0.057,1
0.543,0.085,4
0.066,0.755,0
0.266,0.506,0
1.003,0.563,2
0.311,0.971,0
0.233,0.546,0
0.685,0.78,3
0.354,0.045,1
0.981,0.62,2
0.53,0.022,4
0.328,0.559,0
0.927,0.525,2
0.019,0.785,0
0.47,0.156,4
0.268,0.922,0
0.297,0.421,0
0.4,0.731,3
0.096,0.772,0
0.327,0.485,0
0.723,0.829,3
0.7,0.835,3
1.026,0.53,2
0.362,0.126,1
0.985,0.541,2
0.471,0.712,3
0.553,0.14,4
0.34,0.065,1
0.321,0.501,0
0.38,0.143,1
0.967,0.527,2
0.458,0.087,4
0.051,0.806,0
0.896,0.542,2
0.286,0.393,1
0.627,0.762,3
0.392,0.039,1
0.462,0.8,3
0.309,0.495,0
0.252,0.44,0
0.19,0.486,0
0.996,0.526,2
0.313,0.848,0
0.995,0.585,2
0.227,0.459,0
0.056,0.783,0
0.91,0.569,2
0.453,0.002,4
0.483,0.74,3
0.335,0.05,1
0.332,0.01,1
0.397,0.117,1
0.975,0.559,2
0.366,0.506,0
0.477,0.712,3
0.282,0.91,0
0.126,0.813,0
0.317,0.112,1
0.343,0.063,1
0.366,0.027,1
0.269,0.468,0
0.056,0.76,0
0.487,0.106,4
0.526,0.028,4
0.208,0.499,0
0.031,0.767,0
0.398,0.707,0
0.491,0.664,3
0.509,0.069,4
0.073,0.732,0
0.406,0.057,1
0.173,0.448,0
0.455,0.099,4
0.674,0.78,3
0.607,0.822,3
0.03,0.79,0
0.431,0.728,3
0.477,0.136,4
0.307,0.058,1
0.387,0.757,0
0.102,0.783,0
0.408,0.052,1
0.998,0.492,2
0.288,0.878,0
1.059,0.487,2
0.392,0.068,1
0.24,0.515,0
0.432,0.06,1
0.644,0.826,3
0.095,0.827,0
0.714,0.68,3
0.972,0.553,2
0.523,0.072,4
0.713,0.757,3
0.315,0.883,0
0.433,0.669,3
0.979,0.51,2
0.991,0.506,2
0.507,0.075,4
0.943,0.551,2
0.507,0.71,3
0.25,0.794,0
0.241,0.884,0
0.655,0.8,3
0.936,0.512,2
0.621,0.779,3
0.345,0.939,0
0.088,0.808,0
0.604,0.743,3
0.468,0.707,3
0.501,0.107,4
0.451,0.056,4
0.383,0.763,0
0.075,0.742,0
0.284,0.91,0
0.689,0.785,3
0.656,0.767,3
0.709,0.821,3
0.086,0.817,0
0.029,0.807,0
0.445,0.076,4
0.089,0.773,0
0.49,0.068,4
0.983,0.492,2
0.999,0.557,2
0.461,0.77,3
0.389,0.141,1
1.02,0.476,2
0.059,0.771,0
0.276,0.811,0
0.066,0.8,0
0.403,0.706,3
0.29,0.54,0
0.248,0.494,0
0.465,0.07,4
0.543,0.09,4
0.49,0.085,4
0.038,0.829,0
0.906,0.501,2
1.021,0.516,2
0.316,0.941,0
0.432,0.122,1
0.434,0.71,3
0.285,0.923,0
0.466,0.717,3
0.29,0.927,0
0.206,0.882,0
0.319,0.881,0
1.001,0.615,2
0.069,0.794,0
0.449,0.752,3
0.247,0.948,0
0.655,0.79,3
0.538,0.051,4
0.419,0.744,3
0.232,0.505,0
0.403,0.012,1
0.299,0.525,0
0.226,0.517,0
0.241,0.851,0
0.252,0.505,0
0.41,0.679,3
0.253,0.479,0
0.666,0.799,3
0.304,0.486,0
0.049,0.799,0
0.052,0.86,0
0.388,0.116,1
0.261,0.441,0
0.459,0.778,3
0.763,0.772,3
0.671,0.871,3
0.424,0.737,3
0.094,0.776,0
0.253,0.51,0
0.941,0.49,2
0.422,0.024,1
0.293,0.936,0
0.368,0.709,0
0.242,0.893,0
0.974,0.481,2
0.668,0.815,3
0.425,0.777,3
1.066,0.584,2
0.254,0.876,0
0.746,0.761,3
0.685,0.753,3
0.054,0.768,0
1.012,0.519,2
0.229,0.49,0
0.253,0.524,0
0.086,0.768,0
0.563,0.155,4
0.218,0.424,0
0.988,0.565,2
0.933,0.489,2
0.969,0.574,2
0.25,0.847,0
0.383,0.103,1
0.54,0.039,4
0.424,0.697,3
0.42,0.006,1
0.411,0.78,3
0.359,0.06,1
0.67,0.861,3
0.261,0.954,0
0.301,0.886,0
1.01,0.505,2
0.998,0.514,2
0.369,0.058,1
0.472,0.744,3
0.431,0.139,1
0.474,0.055,4
0.452,0.033,4
0.311,0.077,1
0.391,0.044,1
0.372,0.079,1
1.008,0.515,2
0.993,0.525,2
0.495,0.062,4
0.38,0.919,3
0.957,0.566,2
0.449,0.709,3
0.726,0.73,3
0.705,0.854,3
0.414,0.682,3
0.925,0.546,2
0.054,0.808,0
0.287,0.555,0
0.361,0.064,1
0.447,0.77,3
0.3,0.873,0
0.075,0.762,0
0.146,0.78,0
0.39,0.755,0
1.027,0.561,2
0.188,0.432,0
0.582,0.755,3
0.648,0.859,3
0.05,0.829,0
0.32,0.972,0
0.245,0.814,0
0.281,1.017,0
0.413,0.721,3
0.402,0.805,3
0.085,0.719,0
0.482,0.799,3
0.539,0.08,4
0.09,0.668,0
0.496,0.781,3
0.463,0.136,4
0.356,0.058,1
0.678,0.834,3
0.276,0.475,0
0.286,0.518,0
0.255,0.521,0
0.475,0.751,3
0.077,0.767,0
0.365,0.012,1
0.541,0.131,4
0.081,0.82,0
0.482,0.104,4
1.009,0.58,2
0.408,0.802,3
0.944,0.553,2
0.64,0.758,3
0.079,0.822,0
0.253,0.908,0
0.995,0.495,2
0.218,0.527,0
0.932,0.45,2
0.326,0.826,0
0.521,0.021,4
0.52,0.002,4
0.967,0.497,2
0.461,0.657,3
0.297,0.922,0
0.928,0.571,2
0.471,0.003,4
0.525,0.746,3
0.652,0.789,3
0.063,0.809,0
0.315,0.473,0
0.118,0.743,0
0.73,0.783,3
0.026,0.725,0
0.227,0.906,0
0.045,0.777,0
0.696,0.784,3
0.389,0.087,1
0.329,0.462,0
0.997,0.513,2
0.92,0.57,2
0.714,0.795,3
0.034,0.76,0
0.73,0.794,3
0.92,0.536,2
0.374,0.74,0
0.159,0.802,0
0.387,0.727,0
0.54,0.008,4
0.395,0.702,0
0.493,0.125,4
0.423,0.8,3
0.262,0.876,0
0.267,0.883,0
0.241,0.479,0
0.537,0.07,4
0.354,0.094,1
0.656,0.757,3
0.455,0.761,3
0.036,0.775,0
0.248,0.898,0
0.452,0.741,3
0.396,0.668,0
0.523,0.102,4
0.661,0.872,3
0.411,0.068,1
0.677,0.851,3
0.327,0.519,0
0.504,0.638,3
0.623,0.771,3
0.504,0.034,4
0.45,0.738,3
0.415,0.699,3
0.869,0.543,2
0.256,0.481,0
0.525,0.042,4
0.054,0.799,0
0.396,0.85,3
0.117,0.785,0
0.22,0.921,0
0.206,0.503,0
0.368,0.048,1
0.99,0.503,2
0.527,0.02,4
0.084,0.83,0
0.398,0.08,1
0.236,0.56,0
0.052,0.802,0
0.63,0.812,3
0.513,0.081,4
0.466,0.672,3
0.304,0.957,0
0.499,0.104,4
0.679,0.82,3
0.277,0.598,0
0.097,0.758,0
1.028,0.48,2
0.709,0.831,3
0.492,0.078,4
0.393,0.1,1
0.71,0.82,3
0.192,0.908,0
0.219,0.51,0
0.253,0.954,0
0.392,0.095,1
0.711,0.825,3
0.246,0.878,0
0.603,0.786,3
0.271,0.877,0
0.374,0.72,0
0.411,0.118,1
0.282,0.874,0
0.108,0.849,0
0.191,0.965,0
0.445,0.134,4
0.991,0.575,2
0.892,0.46,2
0.094,0.812,0
0.426,0.663,3
0.657,0.8,3
0.502,0.004,4
0.564,0.03,4
0.515,0.057,4
0.976,0.473,2
0.225,0.955,0
0.398,0.044,1
1.006,0.526,2
0.327,0.151,1
0.237,0.959,0
0.066,0.745,0
0.372,0.721,0
0.528,0.082,4
0.944,0.513,2
0.486,0.081,4
0.474,0.047,4
0.242,0.449,0
0.644,0.802,3
0.235,0.545,0
0.179,0.951,0
0.622,0.772,3
0.245,0.927,0
0.505,0.738,3
0.435,0.038,1
0.599,0.049,4
0.947,0.495,2
0.503,0.011,4
0.497,0.141,4
0.508,0.006,4
0.277,0.526,0
0.331,0.093,1
0.468,0.664,3
0.483,0.706,3
1.026,0.56,2
0.689,0.775,3
0.425,0.671,3
0.507,0.143,4
0.971,0.549,2
0.454,0.835,3
0.436,0.735,3
0.264,0.511,0
0.116,0.782,0
0.152,0.791,0
0.274,0.884,0
0.274,0.504,0
0.345,0.701,0
0.722,0.814,3
0.707,0.762,3
0.404,0.053,1
0.305,0.911,0
0.977,0.528,2
0.666,0.858,3
0.544,0.067,4
0.51,0.049,4
0.322,0.901,0
0.473,0.749,3
0.934,0.521,2
0.417,0.757,3
0.741,0.836,3
0.437,0.725,3
0.506,0.093,4
0.532,0.052,4
0.244,0.524,0
0.252,0.518,0
0.939,0.621,2
0.095,0.82,0
0.365,0.051,1
0.237,0.454,0
0.477,0.072,4
0.599,0.815,3
0.509,0.091,4
0.081,0.766,0
0.488,0.72,3
0.642,0.855,3
0.229,0.342,1
0.473,0.736,3
0.506,0.14,4
0.227,0.599,0
0.478,0.719,3
0.059,0.784,0
0.454,0.758,3
0.406,0.056,1
0.438,0.698,3
0.093,0.776,0
0.235,0.889,0
0.675,0.767,3
0.087,0.778,0
1.018,0.601,2
0.237,0.873,0
0.406,0.02,1
0.365,0.678,0
0.109,0.774,0
0.349,0.791,0
0.216,0.476,0
0.096,0.744,0
0.55,0.026,4
0.06,0.803,0
0.379,0.106,1
0.314,0.885,0
0.391,0.726,0
0.393,0.715,0
0.356,0.003,1
